epoch:17 train_loss:0.6640 lr:0.00007global_acc:0.8269 class_acc:[0.94, 0.609, 0.377, 0.259, 0.279, 0.494, 0.812, 0.701, 0.551, 0.085, 0.203, 0.221, 0.455, 0.502, 0.6, 0.765, 0.177, 0.472, 0.092, 0.641, 0.329] iou:[0.851, 0.508, 0.198, 0.225, 0.239, 0.308, 0.599, 0.514, 0.408, 0.073, 0.192, 0.187, 0.296, 0.332, 0.445, 0.527, 0.079, 0.344, 0.083, 0.499, 0.283] mean_iou:0.3424
epoch:18 train_loss:0.6449 lr:0.00007global_acc:0.8246 class_acc:[0.941, 0.532, 0.586, 0.306, 0.359, 0.169, 0.706, 0.78, 0.777, 0.138, 0.248, 0.191, 0.4, 0.479, 0.559, 0.573, 0.323, 0.497, 0.306, 0.689, 0.418] iou:[0.844, 0.502, 0.235, 0.23, 0.283, 0.159, 0.647, 0.479, 0.448, 0.115, 0.221, 0.177, 0.309, 0.317, 0.452, 0.533, 0.078, 0.359, 0.219, 0.534, 0.362] mean_iou:0.3572
epoch:19 train_loss:0.6341 lr:0.00007global_acc:0.8173 class_acc:[0.928, 0.534, 0.629, 0.26, 0.177, 0.203, 0.614, 0.809, 0.671, 0.255, 0.224, 0.565, 0.492, 0.366, 0.554, 0.733, 0.229, 0.458, 0.206, 0.433, 0.328] iou:[0.844, 0.497, 0.266, 0.2, 0.165, 0.192, 0.544, 0.421, 0.385, 0.156, 0.198, 0.24, 0.341, 0.219, 0.434, 0.587, 0.113, 0.314, 0.17, 0.402, 0.302] mean_iou:0.3329
epoch:20 train_loss:0.6169 lr:0.00006global_acc:0.8220 class_acc:[0.918, 0.547, 0.547, 0.41, 0.284, 0.314, 0.833, 0.868, 0.692, 0.181, 0.167, 0.174, 0.534, 0.525, 0.554, 0.773, 0.371, 0.394, 0.246, 0.631, 0.489] iou:[0.846, 0.498, 0.214, 0.304, 0.235, 0.283, 0.583, 0.37, 0.459, 0.136, 0.155, 0.164, 0.358, 0.309, 0.41, 0.624, 0.096, 0.302, 0.204, 0.511, 0.397] mean_iou:0.3551
epoch:21 train_loss:0.6046 lr:0.00006global_acc:0.8381 class_acc:[0.936, 0.54, 0.719, 0.368, 0.421, 0.46, 0.869, 0.81, 0.547, 0.231, 0.213, 0.374, 0.556, 0.542, 0.641, 0.746, 0.337, 0.457, 0.207, 0.7, 0.439] iou:[0.86, 0.491, 0.199, 0.305, 0.332, 0.353, 0.66, 0.504, 0.469, 0.163, 0.191, 0.301, 0.403, 0.274, 0.462, 0.594, 0.131, 0.345, 0.175, 0.539, 0.383] mean_iou:0.3873
epoch:22 train_loss:0.5911 lr:0.00006global_acc:0.8330 class_acc:[0.924, 0.695, 0.588, 0.494, 0.453, 0.43, 0.894, 0.758, 0.646, 0.177, 0.238, 0.468, 0.502, 0.436, 0.738, 0.752, 0.233, 0.603, 0.18, 0.712, 0.411] iou:[0.85, 0.552, 0.219, 0.271, 0.305, 0.33, 0.53, 0.535, 0.511, 0.13, 0.219, 0.336, 0.373, 0.311, 0.461, 0.601, 0.097, 0.419, 0.157, 0.537, 0.364] mean_iou:0.3861
epoch:23 train_loss:0.5772 lr:0.00006global_acc:0.8458 class_acc:[0.94, 0.54, 0.655, 0.387, 0.425, 0.436, 0.844, 0.738, 0.755, 0.266, 0.253, 0.389, 0.533, 0.526, 0.571, 0.788, 0.335, 0.584, 0.225, 0.644, 0.477] iou:[0.858, 0.523, 0.249, 0.322, 0.34, 0.37, 0.723, 0.614, 0.514, 0.182, 0.234, 0.288, 0.401, 0.339, 0.469, 0.646, 0.092, 0.419, 0.195, 0.569, 0.421] mean_iou:0.4176
epoch:24 train_loss:0.5648 lr:0.00006global_acc:0.8484 class_acc:[0.947, 0.714, 0.555, 0.396, 0.394, 0.275, 0.645, 0.759, 0.663, 0.214, 0.207, 0.425, 0.686, 0.524, 0.416, 0.799, 0.377, 0.343, 0.39, 0.675, 0.484] iou:[0.866, 0.604, 0.244, 0.344, 0.319, 0.257, 0.625, 0.59, 0.51, 0.141, 0.198, 0.313, 0.405, 0.363, 0.394, 0.634, 0.141, 0.319, 0.259, 0.585, 0.417] mean_iou:0.4060
epoch:25 train_loss:0.5522 lr:0.00005global_acc:0.8466 class_acc:[0.95, 0.561, 0.615, 0.422, 0.476, 0.294, 0.733, 0.744, 0.697, 0.202, 0.173, 0.507, 0.534, 0.281, 0.561, 0.785, 0.32, 0.541, 0.306, 0.602, 0.523] iou:[0.859, 0.538, 0.257, 0.315, 0.329, 0.275, 0.704, 0.61, 0.54, 0.144, 0.167, 0.311, 0.421, 0.244, 0.465, 0.605, 0.122, 0.428, 0.226, 0.575, 0.402] mean_iou:0.4065
epoch:26 train_loss:0.5402 lr:0.00005global_acc:0.8505 class_acc:[0.938, 0.641, 0.716, 0.447, 0.376, 0.362, 0.881, 0.828, 0.729, 0.376, 0.279, 0.557, 0.627, 0.576, 0.597, 0.738, 0.328, 0.42, 0.319, 0.666, 0.508] iou:[0.869, 0.599, 0.253, 0.324, 0.335, 0.328, 0.708, 0.633, 0.505, 0.175, 0.255, 0.355, 0.394, 0.386, 0.49, 0.631, 0.133, 0.382, 0.252, 0.603, 0.436] mean_iou:0.4308
epoch:27 train_loss:0.5303 lr:0.00005global_acc:0.8496 class_acc:[0.942, 0.629, 0.653, 0.432, 0.447, 0.442, 0.755, 0.779, 0.685, 0.197, 0.244, 0.623, 0.53, 0.465, 0.567, 0.784, 0.247, 0.694, 0.453, 0.527, 0.607] iou:[0.865, 0.586, 0.264, 0.384, 0.369, 0.403, 0.703, 0.628, 0.517, 0.138, 0.224, 0.335, 0.413, 0.361, 0.488, 0.635, 0.128, 0.473, 0.222, 0.504, 0.435] mean_iou:0.4321
epoch:28 train_loss:0.5126 lr:0.00005global_acc:0.8499 class_acc:[0.933, 0.709, 0.491, 0.567, 0.457, 0.459, 0.72, 0.824, 0.66, 0.232, 0.434, 0.626, 0.638, 0.424, 0.723, 0.754, 0.425, 0.447, 0.392, 0.738, 0.571] iou:[0.865, 0.595, 0.256, 0.315, 0.332, 0.4, 0.683, 0.594, 0.523, 0.156, 0.336, 0.363, 0.434, 0.376, 0.496, 0.635, 0.163, 0.375, 0.261, 0.609, 0.421] mean_iou:0.4376
epoch:29 train_loss:0.5027 lr:0.00005global_acc:0.8530 class_acc:[0.945, 0.614, 0.547, 0.428, 0.486, 0.385, 0.85, 0.753, 0.673, 0.254, 0.334, 0.425, 0.626, 0.467, 0.541, 0.736, 0.312, 0.434, 0.477, 0.768, 0.576] iou:[0.865, 0.575, 0.268, 0.337, 0.375, 0.32, 0.762, 0.665, 0.549, 0.149, 0.295, 0.286, 0.431, 0.382, 0.479, 0.648, 0.114, 0.39, 0.274, 0.603, 0.447] mean_iou:0.4387
epoch:30 train_loss:0.4880 lr:0.00004global_acc:0.8541 class_acc:[0.945, 0.677, 0.673, 0.435, 0.504, 0.414, 0.821, 0.747, 0.64, 0.231, 0.344, 0.596, 0.632, 0.396, 0.59, 0.795, 0.339, 0.471, 0.267, 0.677, 0.634] iou:[0.862, 0.597, 0.266, 0.312, 0.381, 0.383, 0.738, 0.614, 0.551, 0.157, 0.31, 0.369, 0.429, 0.356, 0.505, 0.666, 0.108, 0.439, 0.214, 0.61, 0.48] mean_iou:0.4450
epoch:31 train_loss:0.4766 lr:0.00004global_acc:0.8563 class_acc:[0.941, 0.77, 0.668, 0.554, 0.449, 0.406, 0.643, 0.809, 0.648, 0.249, 0.36, 0.546, 0.673, 0.532, 0.618, 0.781, 0.316, 0.713, 0.273, 0.825, 0.608] iou:[0.869, 0.629, 0.253, 0.37, 0.342, 0.375, 0.621, 0.625, 0.568, 0.181, 0.324, 0.329, 0.483, 0.406, 0.51, 0.654, 0.126, 0.503, 0.222, 0.553, 0.483] mean_iou:0.4489
epoch:32 train_loss:0.4755 lr:0.00004global_acc:0.8623 class_acc:[0.955, 0.705, 0.519, 0.516, 0.588, 0.352, 0.78, 0.745, 0.559, 0.172, 0.322, 0.536, 0.62, 0.49, 0.661, 0.813, 0.339, 0.71, 0.236, 0.702, 0.623] iou:[0.872, 0.602, 0.273, 0.322, 0.372, 0.317, 0.734, 0.647, 0.502, 0.142, 0.285, 0.372, 0.479, 0.386, 0.549, 0.653, 0.186, 0.535, 0.208, 0.548, 0.476] mean_iou:0.4505
epoch:33 train_loss:0.4585 lr:0.00004global_acc:0.8601 class_acc:[0.941, 0.715, 0.678, 0.631, 0.504, 0.403, 0.793, 0.856, 0.683, 0.279, 0.286, 0.461, 0.699, 0.581, 0.587, 0.801, 0.426, 0.665, 0.377, 0.653, 0.593] iou:[0.871, 0.646, 0.27, 0.417, 0.387, 0.372, 0.706, 0.588, 0.584, 0.191, 0.272, 0.347, 0.485, 0.395, 0.534, 0.683, 0.129, 0.548, 0.27, 0.593, 0.477] mean_iou:0.4649
epoch:34 train_loss:0.4500 lr:0.00004global_acc:0.8683 class_acc:[0.959, 0.755, 0.664, 0.615, 0.477, 0.204, 0.743, 0.821, 0.669, 0.268, 0.311, 0.524, 0.687, 0.511, 0.62, 0.766, 0.28, 0.623, 0.416, 0.695, 0.618] iou:[0.878, 0.662, 0.28, 0.388, 0.404, 0.2, 0.703, 0.609, 0.591, 0.179, 0.296, 0.365, 0.493, 0.412, 0.516, 0.667, 0.201, 0.541, 0.291, 0.613, 0.501] mean_iou:0.4663
epoch:35 train_loss:0.4352 lr:0.00003global_acc:0.8707 class_acc:[0.962, 0.685, 0.53, 0.632, 0.548, 0.342, 0.745, 0.795, 0.782, 0.236, 0.452, 0.608, 0.617, 0.419, 0.502, 0.736, 0.311, 0.737, 0.347, 0.689, 0.661] iou:[0.877, 0.63, 0.278, 0.339, 0.425, 0.315, 0.725, 0.658, 0.606, 0.185, 0.406, 0.382, 0.49, 0.381, 0.475, 0.659, 0.216, 0.601, 0.279, 0.619, 0.501] mean_iou:0.4784
epoch:36 train_loss:0.4264 lr:0.00003global_acc:0.8663 class_acc:[0.948, 0.697, 0.704, 0.565, 0.549, 0.37, 0.773, 0.816, 0.737, 0.313, 0.395, 0.567, 0.677, 0.501, 0.654, 0.738, 0.375, 0.736, 0.433, 0.727, 0.658] iou:[0.876, 0.651, 0.266, 0.383, 0.426, 0.357, 0.728, 0.658, 0.635, 0.17, 0.342, 0.385, 0.486, 0.431, 0.527, 0.667, 0.167, 0.572, 0.284, 0.652, 0.473] mean_iou:0.4827
epoch:37 train_loss:0.4138 lr:0.00003global_acc:0.8611 class_acc:[0.946, 0.669, 0.661, 0.517, 0.398, 0.312, 0.648, 0.794, 0.693, 0.255, 0.568, 0.501, 0.67, 0.579, 0.69, 0.791, 0.361, 0.76, 0.361, 0.638, 0.561] iou:[0.872, 0.615, 0.259, 0.342, 0.344, 0.299, 0.635, 0.621, 0.591, 0.163, 0.402, 0.373, 0.477, 0.388, 0.554, 0.677, 0.157, 0.531, 0.266, 0.583, 0.482] mean_iou:0.4586
epoch:38 train_loss:0.4023 lr:0.00003global_acc:0.8673 class_acc:[0.953, 0.698, 0.633, 0.592, 0.497, 0.403, 0.721, 0.821, 0.649, 0.34, 0.383, 0.61, 0.697, 0.461, 0.588, 0.802, 0.314, 0.67, 0.35, 0.662, 0.688] iou:[0.878, 0.638, 0.269, 0.398, 0.415, 0.376, 0.698, 0.627, 0.561, 0.21, 0.35, 0.373, 0.478, 0.408, 0.515, 0.666, 0.157, 0.546, 0.281, 0.612, 0.524] mean_iou:0.4753
epoch:39 train_loss:0.3946 lr:0.00003global_acc:0.8635 class_acc:[0.942, 0.699, 0.583, 0.543, 0.478, 0.442, 0.685, 0.828, 0.652, 0.344, 0.264, 0.598, 0.809, 0.52, 0.733, 0.838, 0.338, 0.556, 0.402, 0.68, 0.631] iou:[0.88, 0.642, 0.284, 0.391, 0.379, 0.411, 0.665, 0.656, 0.568, 0.207, 0.255, 0.404, 0.406, 0.383, 0.534, 0.665, 0.186, 0.459, 0.305, 0.625, 0.487] mean_iou:0.4663
epoch:40 train_loss:0.3878 lr:0.00002global_acc:0.8605 class_acc:[0.941, 0.733, 0.55, 0.547, 0.611, 0.34, 0.787, 0.8, 0.708, 0.284, 0.428, 0.619, 0.776, 0.504, 0.629, 0.749, 0.497, 0.551, 0.359, 0.678, 0.638] iou:[0.87, 0.663, 0.275, 0.388, 0.401, 0.314, 0.736, 0.629, 0.628, 0.185, 0.365, 0.369, 0.48, 0.437, 0.545, 0.668, 0.134, 0.489, 0.271, 0.608, 0.506] mean_iou:0.4744
epoch:41 train_loss:0.3721 lr:0.00002global_acc:0.8712 class_acc:[0.951, 0.677, 0.654, 0.565, 0.5, 0.302, 0.745, 0.796, 0.785, 0.298, 0.461, 0.528, 0.728, 0.514, 0.602, 0.807, 0.383, 0.704, 0.416, 0.708, 0.638] iou:[0.878, 0.64, 0.289, 0.38, 0.433, 0.291, 0.73, 0.688, 0.647, 0.168, 0.397, 0.349, 0.508, 0.453, 0.529, 0.691, 0.2, 0.549, 0.297, 0.655, 0.522] mean_iou:0.4903
epoch:42 train_loss:0.3596 lr:0.00002global_acc:0.8667 class_acc:[0.94, 0.766, 0.597, 0.618, 0.536, 0.342, 0.708, 0.824, 0.74, 0.278, 0.395, 0.614, 0.771, 0.589, 0.603, 0.844, 0.494, 0.55, 0.443, 0.706, 0.584] iou:[0.877, 0.675, 0.285, 0.4, 0.401, 0.33, 0.685, 0.654, 0.627, 0.186, 0.36, 0.389, 0.474, 0.451, 0.555, 0.68, 0.176, 0.506, 0.31, 0.647, 0.511] mean_iou:0.4848
epoch:43 train_loss:0.3549 lr:0.00002global_acc:0.8705 class_acc:[0.953, 0.738, 0.575, 0.539, 0.535, 0.352, 0.708, 0.823, 0.768, 0.3, 0.34, 0.599, 0.65, 0.552, 0.577, 0.82, 0.414, 0.681, 0.408, 0.655, 0.634] iou:[0.88, 0.686, 0.287, 0.37, 0.436, 0.338, 0.689, 0.653, 0.623, 0.183, 0.322, 0.375, 0.46, 0.457, 0.517, 0.687, 0.24, 0.564, 0.284, 0.604, 0.498] mean_iou:0.4835
epoch:44 train_loss:0.3404 lr:0.00002global_acc:0.8705 class_acc:[0.943, 0.775, 0.642, 0.644, 0.585, 0.327, 0.697, 0.83, 0.774, 0.287, 0.507, 0.655, 0.671, 0.517, 0.66, 0.806, 0.409, 0.799, 0.47, 0.717, 0.696] iou:[0.878, 0.672, 0.29, 0.415, 0.437, 0.312, 0.685, 0.675, 0.639, 0.186, 0.444, 0.389, 0.505, 0.463, 0.544, 0.695, 0.155, 0.609, 0.318, 0.641, 0.54] mean_iou:0.4995
epoch:45 train_loss:0.3269 lr:0.00001global_acc:0.8755 class_acc:[0.949, 0.708, 0.608, 0.615, 0.603, 0.456, 0.79, 0.834, 0.781, 0.305, 0.458, 0.631, 0.688, 0.553, 0.619, 0.816, 0.421, 0.642, 0.39, 0.764, 0.69] iou:[0.882, 0.668, 0.29, 0.413, 0.45, 0.418, 0.766, 0.677, 0.619, 0.214, 0.408, 0.378, 0.498, 0.469, 0.56, 0.699, 0.181, 0.579, 0.297, 0.685, 0.541] mean_iou:0.5091
epoch:46 train_loss:0.3186 lr:0.00001global_acc:0.8751 class_acc:[0.952, 0.739, 0.592, 0.599, 0.583, 0.396, 0.79, 0.798, 0.765, 0.41, 0.484, 0.66, 0.657, 0.544, 0.522, 0.823, 0.331, 0.761, 0.39, 0.666, 0.635] iou:[0.882, 0.682, 0.293, 0.422, 0.452, 0.374, 0.767, 0.705, 0.658, 0.203, 0.408, 0.373, 0.515, 0.461, 0.491, 0.698, 0.208, 0.579, 0.286, 0.619, 0.535] mean_iou:0.5052
epoch:47 train_loss:0.3102 lr:0.00001global_acc:0.8795 class_acc:[0.958, 0.726, 0.643, 0.595, 0.558, 0.492, 0.735, 0.834, 0.791, 0.359, 0.369, 0.612, 0.699, 0.568, 0.643, 0.823, 0.399, 0.602, 0.394, 0.655, 0.717] iou:[0.887, 0.682, 0.296, 0.44, 0.444, 0.448, 0.721, 0.683, 0.656, 0.225, 0.346, 0.369, 0.506, 0.484, 0.573, 0.701, 0.293, 0.565, 0.299, 0.619, 0.523] mean_iou:0.5123
epoch:48 train_loss:0.2981 lr:0.00001global_acc:0.8785 class_acc:[0.95, 0.744, 0.648, 0.661, 0.644, 0.42, 0.775, 0.855, 0.755, 0.401, 0.487, 0.58, 0.743, 0.581, 0.654, 0.814, 0.461, 0.728, 0.421, 0.67, 0.646] iou:[0.885, 0.694, 0.293, 0.444, 0.466, 0.398, 0.749, 0.697, 0.658, 0.225, 0.429, 0.384, 0.525, 0.502, 0.59, 0.704, 0.221, 0.573, 0.304, 0.627, 0.556] mean_iou:0.5203
epoch:49 train_loss:0.2909 lr:0.00000global_acc:0.8811 class_acc:[0.955, 0.76, 0.646, 0.659, 0.618, 0.39, 0.751, 0.854, 0.763, 0.366, 0.432, 0.537, 0.716, 0.604, 0.592, 0.83, 0.447, 0.722, 0.464, 0.686, 0.684] iou:[0.888, 0.706, 0.292, 0.491, 0.46, 0.37, 0.732, 0.684, 0.667, 0.224, 0.389, 0.38, 0.534, 0.499, 0.546, 0.703, 0.279, 0.603, 0.307, 0.643, 0.551] mean_iou:0.5213
epoch:50 train_loss:0.2816 lr:0.00000global_acc:0.8826 class_acc:[0.961, 0.767, 0.617, 0.627, 0.583, 0.378, 0.719, 0.828, 0.769, 0.341, 0.452, 0.579, 0.72, 0.579, 0.642, 0.823, 0.393, 0.715, 0.412, 0.677, 0.655] iou:[0.888, 0.704, 0.299, 0.481, 0.452, 0.36, 0.708, 0.688, 0.673, 0.222, 0.405, 0.389, 0.53, 0.5, 0.579, 0.707, 0.248, 0.602, 0.31, 0.635, 0.558] mean_iou:0.5207
